,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,gender,other_parties,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
977,no,18,delayed,business,2427,no_savings,employed,male,none,life insurance,42,none,own,2,skilled,1,none,yes,good
978,unchecked,24,delayed,new car,2538,below_100,employed,male,none,car,47,none,own,2,unskilled,2,none,yes,bad
979,no,15,all paid,new car,1264,below_500,employed,male,none,life insurance,25,none,rent,1,skilled,1,none,yes,bad
980,no,30,critical,furniture/equipment,8386,below_100,employed,male,none,life insurance,49,none,own,1,skilled,1,none,yes,bad
981,unchecked,48,all paid,business,4844,below_100,unemployed,male,none,car,33,bank,rent,1,self_employed,1,yes,yes,bad
982,yes,21,all paid,new car,2923,below_500,employed,female,none,car,28,bank,own,1,self_employed,1,yes,yes,good
983,no,36,all paid,used car,8229,below_100,employed,male,none,life insurance,26,none,own,1,skilled,2,none,yes,bad
984,unchecked,24,critical,furniture/equipment,2028,below_100,employed,male,none,life insurance,30,none,own,2,unskilled,1,none,yes,good
985,no,15,critical,furniture/equipment,1433,below_100,employed,female,none,life insurance,25,none,rent,2,skilled,1,none,yes,good
986,yes,42,all paid,business,6289,below_100,unemployed,male,none,life insurance,33,none,own,2,skilled,1,none,yes,good
987,unchecked,13,all paid,radio/tv,1409,below_500,unemployed,female,none,real estate,64,none,own,1,skilled,1,none,yes,good
988,no,24,all paid,used car,6579,below_100,unemployed,male,none,no known property,29,none,for free,1,self_employed,1,yes,yes,good
989,no,24,critical,radio/tv,1743,below_100,employed,male,none,life insurance,48,none,own,2,unskilled,1,none,yes,good
990,unchecked,12,critical,education,3565,no_savings,unemployed,male,none,life insurance,37,none,own,2,unskilled,2,none,yes,good
991,unchecked,15,all paid,radio/tv,1569,below_500,employed,male,none,car,34,bank,own,1,unskilled,2,none,yes,good
992,no,18,all paid,radio/tv,1936,no_savings,employed,male,none,car,23,none,rent,2,unskilled,1,none,yes,good
993,no,36,all paid,furniture/equipment,3959,below_100,unemployed,male,none,life insurance,30,none,own,1,self_employed,1,yes,yes,good
994,unchecked,12,all paid,new car,2390,no_savings,employed,male,none,car,50,none,own,1,skilled,1,yes,yes,good
995,unchecked,12,all paid,furniture/equipment,1736,below_100,employed,female,none,real estate,31,none,own,1,unskilled,1,none,yes,good
996,no,30,all paid,used car,3857,below_100,employed,male,none,life insurance,40,none,own,1,self_employed,1,yes,yes,good
997,unchecked,12,all paid,radio/tv,804,below_100,employed,male,none,car,38,none,own,1,skilled,1,none,yes,good
998,no,45,all paid,radio/tv,1845,below_100,employed,male,none,no known property,23,none,for free,1,skilled,1,yes,yes,bad
999,no,45,critical,used car,4576,below_500,unemployed,male,none,car,27,none,own,1,skilled,1,none,yes,good
